Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch,predictions
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.5 e-POWER N-Connecta,III (2021-),2022,7 022 km,1 497 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Inny kolor,,Metalik,,Polska,Tak,,Tak,16/03/2026,Tak,,Tak,,Tak,,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,161900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-e-power-190-km-n-connecta-pierwszy-wlasciciel-fv23-ID6FCMLf.html,2d6dfab61002e6c4370620e9ca1845e979771a27,1689328379,135777.14
Firmy,Osobowe,Tak,,Nissan,Juke,1.6 Tekna,I (2010-2019),2018,29 000 km,1 598 cm3,Benzyna,112 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Biały,,Metalik,,Polska,Tak,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,69900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-jak-nowy-krajowy-kamera-nawigacja-serwis-aso-tekna-ID6EyVeC.html,0c06ca98fc4546c1ca23f5c709fefef0a8b05717,1689328379,74883.516
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T Acenta EU6d,III (2021-),2022,16 924 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Perłowy,,Polska,,,Tak,29/11/2025,Tak,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,114900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-3-mhev-140-km-acenta-fabryczna-gwarancja-fv23-ID6FAVtw.html,f21b6fa38036f9cd7065e7db03290aa7b7bdbb47,1689328380,119196.6
Firmy,Osobowe,Tak,Tak,Nissan,Juke,1.2 DIG-T Acenta EU6,I (2010-2019),2016,75 140 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,Tak,,,Tak,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,52900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-2-digt-115-km-acenta-ID6FBKzL.html,40a570fbffc43273e1a8e9b8a6d20f8def4da281,1689328381,64755.953
Osoby prywatnej,Osobowe,Tak,,Nissan,Note,,II (2013-),2015,95 500 km,1 198 cm3,Benzyna,80 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Szary,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,29500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-note-nissan-note-zakupiony-w-salonie-w-polsce-ID6FEId3.html,47bedc503bed7f2bdb40b8793f54fa431b5d158d,1689328383,30542.168
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T Acenta EU6d,III (2021-),2022,19 416 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,Tak,29/11/2025,Tak,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,114900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-3-mhev-140-km-acenta-fabryczna-gwarancja-fv23-ID6FAVr5.html,182952e2d61f010d960fda96847b7fc99d40f5e0,1689328383,119196.6
Firmy,Osobowe,Tak,,Nissan,Qashqai,,III (2021-),2022,4 700 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,,,Polska,,,Tak,,Tak,,,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,133900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-mhev-ID6FwLl2.html,5f3feab97bc712645c52aa06fe331c117987e1d2,1689328384,125620.61
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,2.0 Tekna CVT,I (2007-2013),2012,190 000 km,1 997 cm3,Benzyna,140 KM,Automatyczna,,Na przednie koła,,,179 g/km,,10 l/100km,SUV,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,49000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-pierwszy-wlasciciel-bezwypadkowy-stan-idealny-ID6FAVlO.html,7abf8f41e222b3bdef7ea57d1207922577baa1ab,1689328384,51959.49
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Navara,,,2019,37 000 km,2 298 cm3,Diesel,190 KM,Automatyczna,,4x4 (dołączany ręcznie),,,,Tak,,SUV,5.0,5.0,Czarny,,Matowy,,Polska,,,,21/10/2025,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,168000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-navara-tekna-2-3-dci-190-km-skrzynia-automatyczna-4x4-przebieg-37tys-2019-ID6FBt7m.html,08cad73177b35e734ba9e19216300b58dce36344,1689328385,143545.19
Firmy,Osobowe,Tak,,Nissan,X-Trail,1.7 dCi Tekna 4WD Xtronic,III (2014-),2020,121 330 km,1 749 cm3,Diesel,150 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,114850,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-gd286ww-x-trail-1-7-dci-tekna-4wd-k-cofania-skory-vat23-ID6FEI2W.html,cda14a762bf47c666209a42acf527609eeaa144c,1689328386,124338.69
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-2021),2021,42 550 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,105450,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-wd4660p-nissan-qashqai-1-3-dig-t-n-connecta-kamera-360-led-klima-ID6FEI2u.html,b43da7232d0588a8dff70f51bc23f8810220e1eb,1689328386,122840.52
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,1.5 dCi N-Connecta EU6,II (2013-2021),2017,175 500 km,1 461 cm3,Diesel,110 KM,Manualna,,Na przednie koła,,,99 g/km,,4 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,59500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-5-dci-ID6FBJBY.html,c1bbf79c70782be8b77c8581d484567a03861523,1689328389,55013.277
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,4 237 km,1 332 cm3,Benzyna,158 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,,,Polska,Tak,,Tak,,Tak,,,,Tak,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,136900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-2022r-pakiet-zimowy-ID6FCL2y.html,f5ce73029df6c445a71c71c55400113f6ed85784,1689328389,138076.42
Firmy,Osobowe,Tak,Tak,Nissan,Note,1.4 Acenta,I (2005-2013),2010,113 407 km,1 386 cm3,Benzyna,88 KM,Manualna,,Na przednie koła,,,139 g/km,,7 l/100km,Auta miejskie,5.0,5.0,Srebrny,,Metalik,,Polska,,Tak,,,,,,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-note-1-4-benzyna-88km-i-wlasciciel-salon-polska-ID6FBJlY.html,44bc475f1d4ed4828ba3b07f5b1ca6e481313f0e,1689328390,19004.35
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,1.5 VC-T e-POWER Tekna e-4ORCE,III (2014-),2022,15 000 km,1 497 cm3,Hybryda,158 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,234900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-e-power-4wd-213km-tekna-pakiet-premium-ID6Ft7VY.html,d2af5615831331e195c0018aab9beae22b685960,1689328391,144178.1
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2018,102 000 km,1 461 cm3,Diesel,115 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Fioletowy,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,73900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-salon-pl-1-wlasciciel-gwarancja-od-aso-ID6Fwa4x.html,36c5d064f4af46d7d99ae8e254f874d74186241a,1689328392,75670.86
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,,III (2014-),2018,63 866 km,1 598 cm3,Benzyna,163 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Metalik,,Polska,Tak,Tak,,,Tak,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,87900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-visia-2018r-ID6FEHo2.html,ca4ecd99b19773bb7e337b33e0e346fed55024ed,1689328395,94182.25
Firmy,Osobowe,Tak,,Nissan,Ariya,,,2022,1 408 km,,Elektryczny,238 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Srebrny,,Metalik,,Polska,Tak,,Tak,,Tak,,,,Tak,Tak,Używane,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,259999,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-ariya-evolve-87kwh-7-4kw-ac-2022r-zapraszamy-do-salonu-ID6FCKap.html,0c010258a7b4ee71e45637319a7a08e6d9f6b93f,1689328395,253266.98
Firmy,Osobowe,Tak,Tak,Nissan,Juke,,II (2019-),2022,6 000 km,1 598 cm3,Hybryda,143 KM,Automatyczna,,Na przednie koła,,,114 g/km,,,SUV,5.0,5.0,Bordowy,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127990,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-n-connecta-2022r-hybrid-ID6FCK85.html,5829c92228d479a32fe470bb5ed2648a34c8bc5f,1689328396,139041.39
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.5 e-POWER Tekna,III (2021-),2022,12 000 km,1 497 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Matowy,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,185900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-qashqai-tekna-e-power-190km-czarny-dach-ID6FAWKw.html,4a68116e5a54a012030d096714475ddf3e60891b,1689328396,133012.6
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,27 635 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,119900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-2wd-2022r-ID6FDWWf.html,a41cc13b3a6e0aad57975484e369cca8ee54807a,1689328397,115269.44
