Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch,predictions
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T mHEV Premiere Edition,III (2021-),2021,16 303 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,Tak,,09/08/2026,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,124500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-3-dig-t-mhev-premiere-edition-ID6FBc5E.html,f7da05868cb4607ea8465e6c62d44e48132b4259,1689328123,113147.94
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,,I (2010-2019),2015,171 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,42900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-1-2-dig-t-polski-salon-kamery-360-keyless-ID6FAbms.html,9b7890d793bc1746c4197eb151a1f0d947545467,1689328123,53443.74
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Almera,,N16 (2000-2006),2003,123 800 km,1 497 cm3,Benzyna+LPG,98 KM,Manualna,,Na przednie koła,,,,,,Kompakt,3.0,5.0,Srebrny,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-almera-sprzedam-nissana-almere-2003r-1-5-benzyna-lpg-przebieg-123-tys-ID6Forny.html,1adc5bd101101d8b48c6d56a5a6bff95fc98718b,1689328128,9130.973
Firmy,Osobowe,Tak,,Nissan,Juke,,II (2019-),2020,89 800 km,1 000 cm3,Benzyna,117 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,Tak,,,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,78900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-0-117km-m6-2020-r-salon-pl-i-wl-f-a-vat-ID6FElIl.html,0a56aef844734e21db0f5ebb63338d2a2c9661cd,1689328128,82627.984
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-2021),2019,78 000 km,1 332 cm3,Benzyna,160 KM,Automatyczna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,94800,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-kraj-panorama-pakiet-styl-pakiet-zimowy-serwis-ID6FC22P.html,c68e365c2d57efd8be7db8b60b96cf3c54c76057,1689328128,97864.5
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Leaf,40kWh Visia,,2021,66 200 km,,Elektryczny,150 KM,Automatyczna,,Na przednie koła,40 kWh,W cenie,,,,Kompakt,5.0,5.0,Biały,,,,Polska,,,,29/03/2028,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,98000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-leaf-nowa-cena-auto-na-gwarancji-ID6FuXFO.html,dde75402f6b963446b48c9ec9ba771b95a03c33e,1689328129,114842.59
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,1.3 DIG-T N-Design 2WD DCT,III (2014-),2021,47 800 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,Tak,,SUV,5.0,5.0,Czarny,,,,Polska,Tak,,Tak,,Tak,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,126900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-dealer-vat-23-n-design-automat-panorama-salon-pl-ID6EF3xn.html,36e5af72be333ae77e8b72c89c0cd03a9f1fc261,1689328129,120851.53
Firmy,Osobowe,Tak,Tak,Nissan,Leaf,40kWh Acenta (6.6 kW),,2018,60 094 km,,Elektryczny,150 KM,Automatyczna,270 km,Na przednie koła,,W cenie,,,,Auta miejskie,5.0,5.0,Biały,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,89788,"Możliwość odliczenia VAT, Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-leaf-salon-polska-fv-23-kamery360-1-wl-serwisasoacenta-ID6Fz2UQ.html,87c0e3e15e85f603f6c03a42167eb2df918dac83,1689328130,94081.58
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,2 003 km,1 497 cm3,Hybryda,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,,Tak,,30/11/2027,Tak,,Tak,,Tak,Tak,Używane,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,164900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-190-km-e-power-n-connecta-gwarancja-do-2027r-ID6Fi1bm.html,4bac9a927b1fa78d3d7b343a2edebfe074c47e12,1689328130,154944.4
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T N-Connecta,II (2013-2021),2017,62 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,74500,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-sprzedam-ID6FFe5X.html,c88da0f53c9eda3a192a76cf8115a69ea0d386ec,1689328133,67506.12
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T N-Connecta EU6,II (2013-2021),2018,96 253 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Brązowy,,Metalik,,Polska,,,Tak,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,84900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-2-dig-t-n-connecta-ID6FEmim.html,96279d3c9a5a7b3b81acf7cb5ca034fd2b62ab0a,1689328133,73504.67
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,1.2 DIG-T Acenta,II (2013-2021),2017,76 600 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,69900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-salon-polska-bezwypadkowy-serwis-aso-i-wlasciciel-ID6FFe5d.html,c312d53ee5765e151629a970e0efccbe8a8c8194,1689328133,65560.85
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,9 757 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,109900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-mhev-140-km-6mt-visia-2022r-od-reki-ID6FEmih.html,80cadcc5d296176bb29ad562665bfbf1626f3213,1689328133,120877.43
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,,III (2014-),2021,74 192 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Inny kolor,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,119900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-1-3-dig-t-158km-7dct-n-design-2021r-ID6FEmg6.html,0fe8bfc341b52dcd94e80db3caf55e9442eb72e8,1689328134,108346.23
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,,III (2014-),2021,54 091 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,124900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-1-3-dig-t-158km-7dct-tekna-2021r-ID6FEmgu.html,0bb1f79d009dfe6e97d0cf950d98f8e3fb0ce68c,1689328134,119882.32
Firmy,Osobowe,Tak,Tak,Nissan,Juke,,II (2019-),2022,9 314 km,1 598 cm3,Hybryda,143 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Niebieski,,Perłowy,,Polska,Tak,,Tak,,Tak,,,,Tak,,Używane,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,136900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-tekna-1-6-hybrid-143km-amt-pakiet-sound-go-felgi-19-aero-2022r-ID6FEmeX.html,81c0544468e11513db0a578fe7b9e7644d0d41ab,1689328134,138022.67
Firmy,Osobowe,Tak,,Nissan,Juke,,II (2019-),2019,96 000 km,1 600 cm3,Benzyna,114 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Niebieski,,,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,59900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-f-vat-gwarancja-salon-polska-xenon-visiaplus-benzyna-niebieski-alu-ID6EDUTy.html,337b6dce30273d08e503fbe2aaac0c3edc94f020,1689328134,74404.42
Firmy,Osobowe,Tak,,Nissan,Juke,1.6 N-Connecta,I (2010-2019),2019,58 000 km,1 598 cm3,Benzyna,112 KM,Manualna,,Na przednie koła,,,,,"7,70 l/100km",SUV,5.0,5.0,Czarny,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,65900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-wlasciciel-salon-polska-serwisowany-bezwypadkowy-1-6-benzyna-113km-ID6FBRp9.html,5ab7b79028b82be6cbb25360afcdfde30b9e7fcb,1689328135,85503.07
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T mHEV Tekna,III (2021-),2022,7 309 km,1 332 cm3,Benzyna,158 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,Tak,,,,,,Tak,Tak,Używane,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,145900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-demo-1-3-dig-t-158km-mhev-tekna-ID6Fr3eT.html,1693803d144962accdc8ef02a44329314f98526c,1689328135,132587.05
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Primera,1.9 dCi Visia,P12 (2001-2007),2005,249 000 km,1 870 cm3,Diesel,120 KM,Manualna,,Na przednie koła,,,,,7 l/100km,Sedan,5.0,5.0,Srebrny,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-primera-nissan-primera-p12-2005-ID6FDC5o.html,04f421f98bc098ffe580947dcb77b2bad93e3d93,1689328137,14395.436
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T Tekna,II (2013-2021),2016,89 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,68000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-salon-polska-czarny-panorama-kamera-360-benzyna-ID6Fzvfe.html,ad8dcafa1292c1f39419ba337947ded0ab558d85,1689328137,60179.21
